,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.2854781818181818,0.2642,0.2896,0.2966,0.286,0.2703,0.293,0.2765,0.2927,0.2912,0.2907,0.2926,0.2766,0.296,0.2893,0.2911,0.2918,0.2857,0.2934,0.2927,0.2942,0.2208,0.2936,0.2141,0.2918,0.2773,0.2944,0.2946,0.2961,0.2923,0.2847,0.2958,0.2943,0.2622,0.2956,0.2946,0.2926,0.2886,0.2934,0.2925,0.2875,0.2888,0.2945,0.258,0.2974,0.2937,0.2589,0.2942,0.2911,0.2925,0.2537,0.2944,0.2875,0.2969,0.2942,0.2945
1,model_0,0.19227627840909092,0.1591796875,0.2353515625,0.16796875,0.2333984375,0.095703125,0.2470703125,0.1650390625,0.185546875,0.1796875,0.2451171875,0.2080078125,0.0859375,0.271484375,0.1611328125,0.193359375,0.24609375,0.1943359375,0.1396484375,0.2294921875,0.12890625,0.08984375,0.189453125,0.1025390625,0.1455078125,0.18359375,0.234375,0.232421875,0.1865234375,0.201171875,0.2724609375,0.259765625,0.169921875,0.1875,0.26171875,0.1650390625,0.158203125,0.173828125,0.2119140625,0.193359375,0.26953125,0.1669921875,0.248046875,0.1064453125,0.2265625,0.23046875,0.1728515625,0.109375,0.154296875,0.2080078125,0.1875,0.21484375,0.1669921875,0.26171875,0.2568359375,0.203125
2,model_1,0.2246271306818182,0.1875,0.25,0.216796875,0.2568359375,0.2265625,0.2353515625,0.0966796875,0.2431640625,0.2412109375,0.28515625,0.283203125,0.13671875,0.306640625,0.1650390625,0.265625,0.1787109375,0.24609375,0.1708984375,0.24609375,0.1005859375,0.1181640625,0.2373046875,0.0986328125,0.1533203125,0.228515625,0.2275390625,0.2412109375,0.26171875,0.203125,0.263671875,0.2890625,0.279296875,0.240234375,0.25,0.2763671875,0.2548828125,0.1552734375,0.2265625,0.2509765625,0.251953125,0.1826171875,0.2919921875,0.2255859375,0.2763671875,0.2197265625,0.201171875,0.1083984375,0.166015625,0.2861328125,0.22265625,0.2353515625,0.275390625,0.287109375,0.263671875,0.265625
3,model_2,0.24731889204545454,0.1982421875,0.26171875,0.2421875,0.263671875,0.251953125,0.2578125,0.0908203125,0.28515625,0.2705078125,0.2861328125,0.26953125,0.150390625,0.3115234375,0.2421875,0.2724609375,0.25390625,0.2529296875,0.1748046875,0.2607421875,0.1005859375,0.1318359375,0.27734375,0.1376953125,0.2099609375,0.240234375,0.2705078125,0.2705078125,0.2890625,0.2685546875,0.279296875,0.287109375,0.2802734375,0.2568359375,0.2666015625,0.28125,0.2724609375,0.1806640625,0.255859375,0.2646484375,0.2734375,0.26953125,0.2724609375,0.2587890625,0.30078125,0.283203125,0.212890625,0.248046875,0.1689453125,0.3154296875,0.2138671875,0.25,0.28125,0.2841796875,0.2802734375,0.271484375
4,model_3,0.2549183238636364,0.1826171875,0.263671875,0.2548828125,0.24609375,0.2578125,0.2666015625,0.0908203125,0.291015625,0.2705078125,0.2939453125,0.2666015625,0.150390625,0.302734375,0.2373046875,0.2802734375,0.2763671875,0.2568359375,0.244140625,0.259765625,0.1171875,0.1259765625,0.2822265625,0.1826171875,0.232421875,0.25390625,0.26953125,0.2744140625,0.287109375,0.2783203125,0.2939453125,0.2919921875,0.2802734375,0.2744140625,0.2666015625,0.283203125,0.2705078125,0.2314453125,0.24609375,0.2626953125,0.2802734375,0.251953125,0.2978515625,0.255859375,0.298828125,0.2744140625,0.2451171875,0.2744140625,0.177734375,0.31640625,0.2412109375,0.263671875,0.2734375,0.3046875,0.2822265625,0.28515625
5,model_4,0.26486150568181815,0.205078125,0.259765625,0.263671875,0.265625,0.2626953125,0.26953125,0.0908203125,0.29296875,0.27734375,0.2939453125,0.28515625,0.1494140625,0.3095703125,0.25,0.275390625,0.2744140625,0.259765625,0.291015625,0.267578125,0.2041015625,0.166015625,0.283203125,0.1943359375,0.236328125,0.2587890625,0.271484375,0.2861328125,0.2880859375,0.2841796875,0.2919921875,0.2900390625,0.2802734375,0.275390625,0.2666015625,0.279296875,0.26953125,0.263671875,0.2578125,0.2685546875,0.2744140625,0.2685546875,0.298828125,0.2529296875,0.2998046875,0.2919921875,0.2490234375,0.2998046875,0.2646484375,0.3173828125,0.2470703125,0.26953125,0.29296875,0.306640625,0.287109375,0.287109375
6,model_5,0.26770241477272727,0.2080078125,0.2646484375,0.259765625,0.2646484375,0.267578125,0.2802734375,0.1826171875,0.291015625,0.279296875,0.29296875,0.291015625,0.1748046875,0.3154296875,0.255859375,0.279296875,0.2822265625,0.2607421875,0.2470703125,0.2646484375,0.22265625,0.17578125,0.2880859375,0.2138671875,0.2265625,0.263671875,0.2724609375,0.2861328125,0.2880859375,0.287109375,0.294921875,0.28515625,0.28125,0.27734375,0.2666015625,0.2841796875,0.2724609375,0.2666015625,0.2578125,0.26953125,0.279296875,0.2744140625,0.3037109375,0.2587890625,0.302734375,0.296875,0.2265625,0.2724609375,0.2724609375,0.3173828125,0.2470703125,0.2666015625,0.2900390625,0.3037109375,0.28515625,0.2841796875
7,model_6,0.27173295454545454,0.2109375,0.263671875,0.2646484375,0.26953125,0.2705078125,0.279296875,0.220703125,0.29296875,0.2783203125,0.29296875,0.287109375,0.2041015625,0.314453125,0.2607421875,0.28125,0.2744140625,0.263671875,0.248046875,0.2646484375,0.3076171875,0.1767578125,0.2890625,0.208984375,0.2392578125,0.2685546875,0.2734375,0.2958984375,0.287109375,0.2880859375,0.2919921875,0.291015625,0.28125,0.2783203125,0.267578125,0.2802734375,0.26953125,0.255859375,0.259765625,0.265625,0.279296875,0.267578125,0.3037109375,0.2607421875,0.3046875,0.2939453125,0.2177734375,0.302734375,0.2646484375,0.31640625,0.2568359375,0.279296875,0.298828125,0.3056640625,0.287109375,0.2880859375
8,model_7,0.27322443181818185,0.2109375,0.2626953125,0.2646484375,0.2666015625,0.271484375,0.28515625,0.224609375,0.2919921875,0.2822265625,0.2939453125,0.2919921875,0.224609375,0.3173828125,0.2578125,0.2802734375,0.2880859375,0.263671875,0.265625,0.259765625,0.298828125,0.169921875,0.2880859375,0.1904296875,0.248046875,0.2626953125,0.271484375,0.2939453125,0.2841796875,0.2861328125,0.2958984375,0.2919921875,0.2802734375,0.2763671875,0.2685546875,0.2900390625,0.2724609375,0.2724609375,0.2626953125,0.2685546875,0.2802734375,0.2763671875,0.3076171875,0.255859375,0.3046875,0.291015625,0.251953125,0.29296875,0.2705078125,0.31640625,0.25,0.2724609375,0.2919921875,0.3076171875,0.2890625,0.2919921875
9,model_8,0.27427201704545456,0.216796875,0.263671875,0.265625,0.2607421875,0.267578125,0.2880859375,0.224609375,0.2919921875,0.2919921875,0.2978515625,0.2890625,0.21875,0.3095703125,0.2587890625,0.2802734375,0.2822265625,0.2666015625,0.2666015625,0.26953125,0.30859375,0.1943359375,0.2861328125,0.185546875,0.248046875,0.265625,0.2763671875,0.2958984375,0.28515625,0.2861328125,0.2958984375,0.29296875,0.2822265625,0.279296875,0.2685546875,0.2841796875,0.2705078125,0.271484375,0.2587890625,0.271484375,0.2802734375,0.2822265625,0.302734375,0.259765625,0.3046875,0.2958984375,0.2353515625,0.3017578125,0.2724609375,0.3154296875,0.2548828125,0.279296875,0.2978515625,0.306640625,0.2880859375,0.2900390625
