,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.8178509090909091,0.8205,0.8192,0.8129,0.8249,0.8045,0.8236,0.8286,0.8155,0.8241,0.8153,0.8175,0.8046,0.8178,0.8251,0.8189,0.8163,0.7996,0.8356,0.8232,0.7966,0.8253,0.8299,0.8234,0.8338,0.8191,0.8011,0.8348,0.8025,0.8052,0.8088,0.8236,0.8293,0.8124,0.8225,0.8311,0.7978,0.8231,0.8064,0.8071,0.8332,0.8107,0.8289,0.8318,0.8255,0.8155,0.8312,0.7972,0.7859,0.8311,0.8332,0.8198,0.8263,0.817,0.8025,0.8105
1,model_0,0.2004971590909091,0.1611328125,0.22265625,0.142578125,0.1953125,0.2568359375,0.2421875,0.1728515625,0.15234375,0.3095703125,0.1572265625,0.2158203125,0.1044921875,0.1640625,0.28515625,0.1982421875,0.0986328125,0.2783203125,0.232421875,0.1142578125,0.275390625,0.095703125,0.3349609375,0.177734375,0.203125,0.166015625,0.169921875,0.271484375,0.2451171875,0.1806640625,0.1728515625,0.140625,0.193359375,0.138671875,0.2177734375,0.4013671875,0.1015625,0.1923828125,0.244140625,0.240234375,0.21875,0.2783203125,0.166015625,0.125,0.095703125,0.140625,0.2490234375,0.1142578125,0.1865234375,0.24609375,0.2568359375,0.244140625,0.3046875,0.0986328125,0.169921875,0.265625
2,model_1,0.4786931818181818,0.392578125,0.2998046875,0.2822265625,0.28125,0.2607421875,0.3525390625,0.2861328125,0.2890625,0.341796875,0.34375,0.482421875,0.2841796875,0.4033203125,0.439453125,0.28125,0.4130859375,0.3955078125,0.4287109375,0.5078125,0.5478515625,0.484375,0.4560546875,0.6171875,0.4931640625,0.375,0.6044921875,0.5205078125,0.55859375,0.55859375,0.4931640625,0.451171875,0.4736328125,0.5166015625,0.474609375,0.6103515625,0.5859375,0.56640625,0.5341796875,0.4912109375,0.6376953125,0.4755859375,0.580078125,0.548828125,0.552734375,0.55859375,0.5859375,0.5205078125,0.59765625,0.5478515625,0.56640625,0.5859375,0.560546875,0.59765625,0.6142578125,0.619140625
3,model_2,0.5179865056818181,0.564453125,0.28125,0.4228515625,0.3017578125,0.4580078125,0.3671875,0.298828125,0.486328125,0.46875,0.4267578125,0.5517578125,0.478515625,0.478515625,0.416015625,0.349609375,0.4033203125,0.458984375,0.56640625,0.505859375,0.5576171875,0.509765625,0.5986328125,0.59375,0.478515625,0.513671875,0.638671875,0.5517578125,0.5576171875,0.5732421875,0.466796875,0.484375,0.51953125,0.4833984375,0.5361328125,0.6005859375,0.5634765625,0.599609375,0.5576171875,0.5166015625,0.60546875,0.509765625,0.6416015625,0.5849609375,0.5673828125,0.5869140625,0.5888671875,0.6044921875,0.568359375,0.6181640625,0.5361328125,0.5966796875,0.5517578125,0.5654296875,0.6103515625,0.56640625
4,model_3,0.5468039772727272,0.58984375,0.287109375,0.44140625,0.513671875,0.4658203125,0.3623046875,0.447265625,0.48046875,0.5322265625,0.5703125,0.521484375,0.529296875,0.5107421875,0.5205078125,0.5224609375,0.5224609375,0.55078125,0.533203125,0.48828125,0.4873046875,0.501953125,0.55078125,0.65625,0.5751953125,0.5478515625,0.6767578125,0.5703125,0.591796875,0.5791015625,0.529296875,0.5498046875,0.533203125,0.5634765625,0.52734375,0.6064453125,0.4814453125,0.6162109375,0.568359375,0.505859375,0.6796875,0.51953125,0.583984375,0.5771484375,0.578125,0.5693359375,0.5869140625,0.5576171875,0.5703125,0.5712890625,0.6494140625,0.607421875,0.5771484375,0.61328125,0.6455078125,0.5791015625
5,model_4,0.5628551136363636,0.611328125,0.2705078125,0.4296875,0.5888671875,0.580078125,0.4609375,0.47265625,0.55859375,0.5634765625,0.546875,0.517578125,0.52734375,0.5634765625,0.52734375,0.5263671875,0.52734375,0.5009765625,0.6240234375,0.5244140625,0.576171875,0.5,0.541015625,0.6484375,0.5458984375,0.599609375,0.6337890625,0.5166015625,0.599609375,0.59375,0.556640625,0.546875,0.57421875,0.53515625,0.513671875,0.611328125,0.61328125,0.6181640625,0.5751953125,0.5537109375,0.6357421875,0.5478515625,0.5908203125,0.5927734375,0.5810546875,0.5732421875,0.5771484375,0.595703125,0.5771484375,0.60546875,0.6640625,0.6279296875,0.568359375,0.6025390625,0.62890625,0.61328125
6,model_5,0.5848366477272727,0.603515625,0.4541015625,0.4248046875,0.5400390625,0.5556640625,0.6005859375,0.4814453125,0.5263671875,0.5380859375,0.5263671875,0.591796875,0.5869140625,0.5751953125,0.4921875,0.4482421875,0.5361328125,0.5517578125,0.6279296875,0.583984375,0.634765625,0.5361328125,0.583984375,0.6767578125,0.552734375,0.603515625,0.693359375,0.59375,0.658203125,0.5478515625,0.587890625,0.599609375,0.6171875,0.5625,0.611328125,0.609375,0.5751953125,0.6162109375,0.595703125,0.55078125,0.689453125,0.615234375,0.5810546875,0.5771484375,0.6220703125,0.62109375,0.642578125,0.56640625,0.5849609375,0.63671875,0.6796875,0.607421875,0.5888671875,0.6298828125,0.6318359375,0.6396484375
7,model_6,0.5947798295454545,0.609375,0.5986328125,0.5458984375,0.5263671875,0.5576171875,0.6103515625,0.5361328125,0.5048828125,0.564453125,0.58984375,0.6025390625,0.6005859375,0.6005859375,0.525390625,0.5322265625,0.5263671875,0.5224609375,0.5771484375,0.63671875,0.587890625,0.5654296875,0.61328125,0.6845703125,0.576171875,0.63671875,0.666015625,0.6083984375,0.6455078125,0.650390625,0.5810546875,0.62109375,0.5810546875,0.59375,0.57421875,0.583984375,0.5625,0.572265625,0.599609375,0.5791015625,0.6591796875,0.623046875,0.57421875,0.5751953125,0.5888671875,0.5693359375,0.642578125,0.6357421875,0.58984375,0.587890625,0.6728515625,0.6298828125,0.6162109375,0.62890625,0.6533203125,0.615234375
8,model_7,0.6107421875,0.6083984375,0.578125,0.541015625,0.5166015625,0.5810546875,0.6025390625,0.578125,0.5673828125,0.583984375,0.5693359375,0.6044921875,0.583984375,0.564453125,0.58984375,0.4462890625,0.55078125,0.5986328125,0.6455078125,0.6298828125,0.58984375,0.578125,0.5791015625,0.6875,0.662109375,0.623046875,0.703125,0.6328125,0.6328125,0.611328125,0.5986328125,0.625,0.568359375,0.5966796875,0.603515625,0.6015625,0.59765625,0.62890625,0.609375,0.6083984375,0.6796875,0.6376953125,0.6669921875,0.60546875,0.6298828125,0.6142578125,0.6337890625,0.650390625,0.662109375,0.640625,0.6962890625,0.6201171875,0.6513671875,0.623046875,0.6591796875,0.6416015625
9,model_8,0.6182173295454545,0.6279296875,0.611328125,0.5947265625,0.552734375,0.5712890625,0.5078125,0.5693359375,0.5322265625,0.6083984375,0.5634765625,0.640625,0.6142578125,0.6005859375,0.533203125,0.5732421875,0.591796875,0.546875,0.6298828125,0.5712890625,0.6162109375,0.6494140625,0.6357421875,0.720703125,0.658203125,0.6064453125,0.6923828125,0.6318359375,0.640625,0.640625,0.576171875,0.630859375,0.6162109375,0.62890625,0.638671875,0.6630859375,0.6416015625,0.6240234375,0.63671875,0.576171875,0.6943359375,0.564453125,0.625,0.7001953125,0.6103515625,0.625,0.662109375,0.59375,0.650390625,0.658203125,0.7001953125,0.6513671875,0.6494140625,0.572265625,0.6650390625,0.6142578125
10,model_9,0.6327947443181818,0.638671875,0.646484375,0.62890625,0.55859375,0.583984375,0.6220703125,0.544921875,0.5888671875,0.5927734375,0.6015625,0.6357421875,0.60546875,0.6611328125,0.583984375,0.5859375,0.5859375,0.59765625,0.671875,0.654296875,0.6240234375,0.64453125,0.6728515625,0.69921875,0.6328125,0.66015625,0.6689453125,0.7138671875,0.66015625,0.638671875,0.59375,0.61328125,0.607421875,0.634765625,0.626953125,0.6474609375,0.6455078125,0.6181640625,0.625,0.5908203125,0.703125,0.6416015625,0.6484375,0.705078125,0.6005859375,0.62109375,0.6572265625,0.62109375,0.6376953125,0.65625,0.6845703125,0.6533203125,0.6630859375,0.6142578125,0.6611328125,0.6279296875
11,model_10,0.6414950284090909,0.6259765625,0.6123046875,0.6552734375,0.5859375,0.599609375,0.6396484375,0.6513671875,0.6025390625,0.6435546875,0.6201171875,0.6591796875,0.630859375,0.6162109375,0.546875,0.640625,0.640625,0.609375,0.67578125,0.6357421875,0.609375,0.6083984375,0.6142578125,0.7119140625,0.6708984375,0.677734375,0.7001953125,0.6953125,0.6298828125,0.6416015625,0.5986328125,0.6162109375,0.669921875,0.619140625,0.662109375,0.669921875,0.6005859375,0.669921875,0.6611328125,0.6083984375,0.716796875,0.681640625,0.67578125,0.6474609375,0.64453125,0.607421875,0.6669921875,0.6162109375,0.6142578125,0.6494140625,0.6708984375,0.658203125,0.6640625,0.6474609375,0.6484375,0.6455078125
12,model_11,0.6456143465909091,0.6240234375,0.6650390625,0.6328125,0.5927734375,0.611328125,0.626953125,0.609375,0.63671875,0.658203125,0.6240234375,0.6298828125,0.5869140625,0.638671875,0.6435546875,0.5791015625,0.5771484375,0.5859375,0.63671875,0.66015625,0.654296875,0.6787109375,0.6533203125,0.6396484375,0.673828125,0.6708984375,0.681640625,0.677734375,0.6748046875,0.6513671875,0.580078125,0.6513671875,0.64453125,0.6357421875,0.6650390625,0.654296875,0.6376953125,0.6220703125,0.685546875,0.591796875,0.69140625,0.6591796875,0.6669921875,0.701171875,0.6435546875,0.6357421875,0.6455078125,0.6591796875,0.6572265625,0.685546875,0.708984375,0.6630859375,0.6630859375,0.6416015625,0.6845703125,0.658203125
13,model_12,0.6535688920454545,0.66015625,0.6728515625,0.6806640625,0.5263671875,0.5966796875,0.615234375,0.6044921875,0.6552734375,0.642578125,0.626953125,0.6474609375,0.5810546875,0.646484375,0.58984375,0.681640625,0.63671875,0.6318359375,0.697265625,0.6240234375,0.615234375,0.650390625,0.6484375,0.7001953125,0.6767578125,0.611328125,0.7001953125,0.6875,0.6806640625,0.65234375,0.6455078125,0.6640625,0.650390625,0.681640625,0.671875,0.6328125,0.6416015625,0.662109375,0.646484375,0.6142578125,0.7109375,0.6962890625,0.716796875,0.654296875,0.65625,0.6396484375,0.6708984375,0.6474609375,0.68359375,0.703125,0.708984375,0.658203125,0.654296875,0.62890625,0.6728515625,0.6923828125
14,model_13,0.6569779829545455,0.640625,0.6767578125,0.6572265625,0.544921875,0.6259765625,0.6513671875,0.65234375,0.630859375,0.6630859375,0.6416015625,0.6279296875,0.6513671875,0.6572265625,0.6015625,0.5966796875,0.6455078125,0.64453125,0.7001953125,0.7216796875,0.677734375,0.693359375,0.650390625,0.6904296875,0.6591796875,0.658203125,0.6787109375,0.697265625,0.658203125,0.654296875,0.603515625,0.6533203125,0.6162109375,0.65625,0.6845703125,0.595703125,0.6572265625,0.662109375,0.6591796875,0.6474609375,0.7255859375,0.671875,0.70703125,0.708984375,0.6494140625,0.6318359375,0.658203125,0.65625,0.6357421875,0.6953125,0.701171875,0.662109375,0.671875,0.6318359375,0.673828125,0.66796875
15,model_14,0.6628728693181818,0.63671875,0.6865234375,0.662109375,0.55859375,0.6376953125,0.654296875,0.57421875,0.611328125,0.6640625,0.63671875,0.603515625,0.6513671875,0.6494140625,0.6201171875,0.716796875,0.6728515625,0.6494140625,0.6865234375,0.658203125,0.708984375,0.6865234375,0.6943359375,0.7216796875,0.6474609375,0.66796875,0.646484375,0.71875,0.6845703125,0.6865234375,0.67578125,0.6611328125,0.6455078125,0.646484375,0.6748046875,0.6494140625,0.6640625,0.6962890625,0.67578125,0.6337890625,0.72265625,0.693359375,0.6953125,0.7265625,0.646484375,0.6083984375,0.6533203125,0.6220703125,0.638671875,0.7138671875,0.7021484375,0.666015625,0.671875,0.66015625,0.658203125,0.662109375
