,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.3257436363636363,0.2955,0.4359,0.3885,0.4087,0.3999,0.3252,0.3226,0.2945,0.363,0.3548,0.4403,0.2892,0.3527,0.2967,0.2894,0.2884,0.4356,0.3441,0.3014,0.2689,0.3001,0.3464,0.3831,0.3063,0.3889,0.2932,0.295,0.3798,0.3109,0.4074,0.2835,0.3495,0.2695,0.2896,0.2858,0.2661,0.2634,0.3276,0.3828,0.2717,0.2966,0.3484,0.3072,0.4049,0.2786,0.2929,0.2603,0.3078,0.2645,0.3251,0.179,0.3842,0.3753,0.3021,0.2931
1,model_0,0.20843394886363636,0.2607421875,0.228515625,0.255859375,0.265625,0.169921875,0.1279296875,0.19140625,0.2216796875,0.2734375,0.224609375,0.193359375,0.234375,0.212890625,0.2041015625,0.265625,0.1884765625,0.16796875,0.1787109375,0.171875,0.1728515625,0.1669921875,0.1630859375,0.185546875,0.2314453125,0.16796875,0.1767578125,0.240234375,0.2060546875,0.255859375,0.2197265625,0.2275390625,0.25,0.2138671875,0.1884765625,0.2314453125,0.20703125,0.1767578125,0.2412109375,0.2783203125,0.1884765625,0.2138671875,0.1796875,0.19140625,0.16796875,0.1181640625,0.2197265625,0.08984375,0.2275390625,0.2236328125,0.2734375,0.1787109375,0.2509765625,0.236328125,0.2646484375,0.201171875
2,model_1,0.1608253761574074,0.109375,0.173828125,0.16796875,0.09765625,0.1259765625,0.1748046875,0.1591796875,0.0869140625,0.1005859375,0.1728515625,0.08984375,0.181640625,0.095703125,0.1103515625,0.2001953125,0.169921875,0.1005859375,0.173828125,0.09765625,0.140625,0.1337890625,0.1103515625,0.169921875,0.16015625,0.0947265625,0.181640625,0.2294921875,0.1572265625,0.1015625,0.201171875,0.1396484375,0.2470703125,0.1474609375,0.224609375,0.240234375,0.1181640625,0.0869140625,0.099609375,0.2724609375,0.2060546875,0.2548828125,0.1923828125,0.251953125,0.1025390625,0.212890625,0.2568359375,0.08984375,0.140625,0.1943359375,0.255859375,0.1787109375,0.1064453125,0.2255859375,0.150390625,0.1982421875
3,model_2,0.1968677662037037,0.205078125,0.1884765625,0.2578125,0.0927734375,0.1689453125,0.154296875,0.1796875,0.2705078125,0.291015625,0.2138671875,0.15625,0.1123046875,0.2001953125,0.197265625,0.21484375,0.09375,0.107421875,0.2001953125,0.2412109375,0.0947265625,0.17578125,0.125,0.0927734375,0.1630859375,0.1826171875,0.17578125,0.224609375,0.134765625,0.193359375,0.1962890625,0.2236328125,0.271484375,0.17578125,0.201171875,0.2353515625,0.20703125,0.1943359375,0.1494140625,0.283203125,0.109375,0.2666015625,0.1904296875,0.2666015625,0.1845703125,0.2255859375,0.2666015625,0.12890625,0.22265625,0.2314453125,0.2763671875,0.1787109375,0.28125,0.2255859375,0.2373046875,0.271484375
4,model_3,0.21654369212962962,0.1552734375,0.2333984375,0.2802734375,0.2412109375,0.18359375,0.091796875,0.1806640625,0.26953125,0.2646484375,0.1845703125,0.1787109375,0.1611328125,0.2685546875,0.189453125,0.2568359375,0.1005859375,0.236328125,0.189453125,0.244140625,0.193359375,0.095703125,0.2119140625,0.1923828125,0.2255859375,0.162109375,0.21484375,0.25390625,0.23828125,0.2314453125,0.2060546875,0.244140625,0.271484375,0.1650390625,0.1904296875,0.234375,0.193359375,0.1953125,0.2421875,0.28515625,0.1865234375,0.26953125,0.1787109375,0.26953125,0.2724609375,0.22265625,0.2705078125,0.126953125,0.240234375,0.1923828125,0.28515625,0.1787109375,0.255859375,0.248046875,0.2744140625,0.2431640625
5,model_4,0.22885923032407407,0.1953125,0.2333984375,0.2861328125,0.2529296875,0.1845703125,0.173828125,0.177734375,0.27734375,0.3056640625,0.16015625,0.146484375,0.1005859375,0.26953125,0.1953125,0.251953125,0.1884765625,0.2314453125,0.2236328125,0.2431640625,0.1845703125,0.2158203125,0.205078125,0.212890625,0.2392578125,0.1767578125,0.23828125,0.265625,0.224609375,0.26171875,0.2216796875,0.2392578125,0.265625,0.1748046875,0.2373046875,0.2333984375,0.2236328125,0.1865234375,0.265625,0.2880859375,0.2138671875,0.2724609375,0.1923828125,0.26953125,0.2705078125,0.2314453125,0.265625,0.19140625,0.23828125,0.1923828125,0.2841796875,0.1787109375,0.2705078125,0.2412109375,0.2734375,0.29296875
6,model_5,0.2337962962962963,0.2685546875,0.234375,0.2880859375,0.2099609375,0.18359375,0.18359375,0.1904296875,0.28125,0.3037109375,0.2001953125,0.17578125,0.203125,0.2666015625,0.2001953125,0.2587890625,0.2275390625,0.2412109375,0.1884765625,0.2529296875,0.193359375,0.2529296875,0.228515625,0.1982421875,0.22265625,0.189453125,0.2138671875,0.2548828125,0.265625,0.2646484375,0.212890625,0.2392578125,0.271484375,0.166015625,0.177734375,0.236328125,0.2412109375,0.2060546875,0.2783203125,0.29296875,0.189453125,0.2734375,0.2001953125,0.2705078125,0.265625,0.21484375,0.267578125,0.15234375,0.2431640625,0.1953125,0.2880859375,0.1787109375,0.2802734375,0.248046875,0.2705078125,0.30078125
7,model_6,0.23987268518518517,0.2177734375,0.2265625,0.2861328125,0.2587890625,0.181640625,0.2529296875,0.224609375,0.2822265625,0.3037109375,0.220703125,0.1787109375,0.1689453125,0.2578125,0.20703125,0.271484375,0.224609375,0.2451171875,0.2119140625,0.259765625,0.2138671875,0.25390625,0.2119140625,0.21484375,0.23828125,0.2060546875,0.2451171875,0.26953125,0.263671875,0.267578125,0.1923828125,0.24609375,0.2734375,0.166015625,0.2109375,0.23828125,0.2236328125,0.2060546875,0.2724609375,0.294921875,0.2119140625,0.2724609375,0.1953125,0.267578125,0.2724609375,0.220703125,0.27734375,0.177734375,0.2412109375,0.2353515625,0.287109375,0.1787109375,0.2880859375,0.2451171875,0.2744140625,0.296875
8,model_7,0.24596715856481483,0.2734375,0.2333984375,0.2822265625,0.2587890625,0.1982421875,0.2509765625,0.2509765625,0.27734375,0.2998046875,0.232421875,0.21875,0.2294921875,0.271484375,0.2275390625,0.271484375,0.244140625,0.2421875,0.216796875,0.2578125,0.2109375,0.251953125,0.197265625,0.2001953125,0.2451171875,0.19921875,0.21484375,0.26171875,0.2783203125,0.265625,0.2373046875,0.2392578125,0.26953125,0.1669921875,0.2265625,0.2412109375,0.2412109375,0.208984375,0.2763671875,0.294921875,0.24609375,0.2705078125,0.2333984375,0.2705078125,0.2724609375,0.224609375,0.263671875,0.1884765625,0.2431640625,0.23046875,0.287109375,0.1787109375,0.2861328125,0.23828125,0.275390625,0.287109375
9,model_8,0.24381510416666666,0.2470703125,0.21484375,0.2900390625,0.2421875,0.1728515625,0.248046875,0.2490234375,0.27734375,0.29296875,0.2333984375,0.1943359375,0.244140625,0.26953125,0.2265625,0.275390625,0.240234375,0.240234375,0.201171875,0.2578125,0.2275390625,0.2451171875,0.2265625,0.2060546875,0.2529296875,0.2060546875,0.2529296875,0.2763671875,0.2666015625,0.263671875,0.193359375,0.2421875,0.2666015625,0.16796875,0.2294921875,0.236328125,0.2431640625,0.2080078125,0.28125,0.2880859375,0.21484375,0.2724609375,0.220703125,0.2734375,0.2578125,0.21875,0.271484375,0.2001953125,0.2412109375,0.1923828125,0.2919921875,0.1787109375,0.287109375,0.2490234375,0.2744140625,0.302734375
