,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.4173327272727273,0.4684,0.4492,0.3863,0.469,0.3905,0.2991,0.4676,0.3901,0.4684,0.5221,0.331,0.3838,0.368,0.4147,0.3995,0.4476,0.3818,0.2902,0.4715,0.3962,0.4383,0.4151,0.4591,0.3742,0.3779,0.3984,0.3646,0.4057,0.437,0.5009,0.5149,0.4075,0.3391,0.3512,0.347,0.3924,0.3802,0.3614,0.4446,0.4856,0.5128,0.4158,0.4332,0.5048,0.4768,0.4013,0.4331,0.4146,0.4068,0.5021,0.5065,0.3975,0.3881,0.4322,0.3376
1,model_0,0.12116477272727273,0.1103515625,0.09765625,0.0908203125,0.0810546875,0.0947265625,0.095703125,0.0927734375,0.212890625,0.1015625,0.1484375,0.095703125,0.0927734375,0.166015625,0.095703125,0.0927734375,0.095703125,0.1337890625,0.2236328125,0.12109375,0.1162109375,0.166015625,0.1005859375,0.0849609375,0.1865234375,0.09765625,0.12890625,0.107421875,0.091796875,0.123046875,0.1240234375,0.09375,0.1171875,0.0859375,0.1748046875,0.087890625,0.099609375,0.095703125,0.08984375,0.1904296875,0.13671875,0.2236328125,0.1083984375,0.087890625,0.09765625,0.0927734375,0.0810546875,0.2109375,0.1103515625,0.16015625,0.1884765625,0.091796875,0.099609375,0.09765625,0.171875,0.099609375
2,model_1,0.130078125,0.1103515625,0.1005859375,0.103515625,0.078125,0.0947265625,0.0966796875,0.1689453125,0.107421875,0.134765625,0.1005859375,0.1318359375,0.1015625,0.1669921875,0.099609375,0.1806640625,0.08984375,0.1044921875,0.26953125,0.0869140625,0.1123046875,0.09765625,0.1162109375,0.1044921875,0.099609375,0.166015625,0.107421875,0.0810546875,0.109375,0.15625,0.09765625,0.107421875,0.1904296875,0.09765625,0.1748046875,0.1650390625,0.099609375,0.1728515625,0.0888671875,0.1923828125,0.1923828125,0.10546875,0.09765625,0.142578125,0.18359375,0.12890625,0.130859375,0.19140625,0.0908203125,0.1943359375,0.1005859375,0.1181640625,0.1279296875,0.24609375,0.1357421875,0.103515625
3,model_2,0.13970170454545455,0.111328125,0.1005859375,0.1845703125,0.078125,0.0927734375,0.08984375,0.10546875,0.09375,0.1318359375,0.15234375,0.0888671875,0.1015625,0.1728515625,0.099609375,0.162109375,0.0908203125,0.1044921875,0.26953125,0.140625,0.1015625,0.1328125,0.125,0.10546875,0.146484375,0.1796875,0.1171875,0.1650390625,0.1064453125,0.1728515625,0.09765625,0.2490234375,0.197265625,0.0859375,0.1865234375,0.2431640625,0.099609375,0.2021484375,0.0888671875,0.1923828125,0.1787109375,0.10546875,0.09765625,0.1474609375,0.1875,0.158203125,0.1845703125,0.1865234375,0.0908203125,0.193359375,0.1005859375,0.138671875,0.115234375,0.181640625,0.1376953125,0.11328125
4,model_3,0.15832741477272727,0.1103515625,0.1005859375,0.1845703125,0.078125,0.0927734375,0.173828125,0.1796875,0.09375,0.1123046875,0.181640625,0.177734375,0.1015625,0.16796875,0.099609375,0.09765625,0.173828125,0.1044921875,0.2607421875,0.1845703125,0.1015625,0.134765625,0.0947265625,0.1298828125,0.21875,0.2705078125,0.1435546875,0.08984375,0.095703125,0.177734375,0.09765625,0.1748046875,0.2431640625,0.138671875,0.1787109375,0.2431640625,0.099609375,0.166015625,0.095703125,0.2294921875,0.19140625,0.10546875,0.1650390625,0.203125,0.1943359375,0.15234375,0.115234375,0.201171875,0.341796875,0.18359375,0.2041015625,0.146484375,0.205078125,0.1240234375,0.150390625,0.224609375
5,model_4,0.1623046875,0.1103515625,0.1005859375,0.1796875,0.078125,0.0927734375,0.146484375,0.16796875,0.09375,0.2041015625,0.1103515625,0.177734375,0.1015625,0.197265625,0.099609375,0.115234375,0.185546875,0.205078125,0.2646484375,0.0869140625,0.1328125,0.1435546875,0.0947265625,0.15234375,0.1953125,0.23046875,0.1318359375,0.216796875,0.0947265625,0.1669921875,0.09765625,0.1953125,0.271484375,0.2021484375,0.1689453125,0.2421875,0.1103515625,0.095703125,0.130859375,0.158203125,0.1923828125,0.2021484375,0.189453125,0.1591796875,0.2001953125,0.23046875,0.16796875,0.2001953125,0.2763671875,0.099609375,0.208984375,0.1611328125,0.083984375,0.265625,0.1328125,0.2060546875
6,model_5,0.17336647727272728,0.1123046875,0.123046875,0.2314453125,0.154296875,0.0927734375,0.08984375,0.16796875,0.09375,0.11328125,0.2080078125,0.1748046875,0.1015625,0.1708984375,0.1357421875,0.1552734375,0.09375,0.2421875,0.2109375,0.0869140625,0.11328125,0.0966796875,0.0947265625,0.1806640625,0.2353515625,0.2666015625,0.1826171875,0.2099609375,0.0947265625,0.123046875,0.1923828125,0.23828125,0.17578125,0.0859375,0.1669921875,0.2421875,0.1484375,0.26171875,0.12109375,0.1630859375,0.1845703125,0.201171875,0.158203125,0.1728515625,0.1923828125,0.1669921875,0.1650390625,0.220703125,0.2978515625,0.1923828125,0.2666015625,0.1953125,0.1376953125,0.2880859375,0.2353515625,0.3076171875
7,model_6,0.1916015625,0.1865234375,0.171875,0.0908203125,0.080078125,0.14453125,0.2119140625,0.166015625,0.1943359375,0.1923828125,0.173828125,0.17578125,0.1064453125,0.1943359375,0.1865234375,0.20703125,0.09375,0.1845703125,0.17578125,0.2041015625,0.154296875,0.2373046875,0.177734375,0.15625,0.201171875,0.2607421875,0.2880859375,0.2197265625,0.091796875,0.208984375,0.19140625,0.298828125,0.3095703125,0.16015625,0.169921875,0.1923828125,0.099609375,0.1787109375,0.095703125,0.2470703125,0.1845703125,0.1943359375,0.1796875,0.2158203125,0.1904296875,0.1455078125,0.1708984375,0.2607421875,0.3486328125,0.21875,0.1826171875,0.162109375,0.2177734375,0.2724609375,0.212890625,0.30078125
8,model_7,0.19769176136363636,0.1787109375,0.1318359375,0.1796875,0.078125,0.16015625,0.234375,0.1806640625,0.107421875,0.11328125,0.17578125,0.1787109375,0.1015625,0.171875,0.099609375,0.197265625,0.1982421875,0.2509765625,0.177734375,0.201171875,0.2041015625,0.09765625,0.1923828125,0.1943359375,0.24609375,0.279296875,0.1767578125,0.2197265625,0.2216796875,0.2109375,0.1943359375,0.21484375,0.2490234375,0.2451171875,0.2158203125,0.2451171875,0.0986328125,0.18359375,0.095703125,0.1962890625,0.1953125,0.3046875,0.171875,0.25390625,0.193359375,0.263671875,0.2509765625,0.26953125,0.2939453125,0.20703125,0.19140625,0.1845703125,0.203125,0.3330078125,0.2255859375,0.232421875
9,model_8,0.20648082386363636,0.1103515625,0.2021484375,0.1884765625,0.078125,0.2666015625,0.19140625,0.193359375,0.1982421875,0.119140625,0.17578125,0.1845703125,0.203125,0.1728515625,0.099609375,0.1806640625,0.1953125,0.216796875,0.197265625,0.2041015625,0.21875,0.197265625,0.2041015625,0.1787109375,0.216796875,0.2744140625,0.17578125,0.216796875,0.212890625,0.2841796875,0.197265625,0.20703125,0.27734375,0.236328125,0.1982421875,0.232421875,0.1474609375,0.1875,0.1728515625,0.2802734375,0.2177734375,0.2744140625,0.173828125,0.16796875,0.2216796875,0.2587890625,0.169921875,0.228515625,0.279296875,0.2373046875,0.298828125,0.244140625,0.2158203125,0.2490234375,0.2080078125,0.216796875
