,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.4337818181818182,0.3674,0.3883,0.4478,0.4056,0.5579,0.5347,0.4202,0.3892,0.3442,0.5122,0.545,0.5629,0.4818,0.4514,0.3922,0.4508,0.4015,0.4469,0.4165,0.4729,0.5767,0.3666,0.5246,0.3015,0.4599,0.3694,0.489,0.3298,0.4926,0.5254,0.3739,0.3117,0.4401,0.4483,0.3923,0.4556,0.3069,0.3817,0.5025,0.3542,0.4996,0.4727,0.378,0.362,0.391,0.5312,0.328,0.4366,0.4458,0.4117,0.4017,0.398,0.4446,0.4298,0.5352
1,model_0,0.1327947443181818,0.173828125,0.091796875,0.208984375,0.1318359375,0.0947265625,0.08984375,0.1826171875,0.15234375,0.1064453125,0.1005859375,0.10546875,0.146484375,0.1123046875,0.0986328125,0.2177734375,0.1923828125,0.099609375,0.1474609375,0.255859375,0.1103515625,0.1220703125,0.091796875,0.1201171875,0.189453125,0.1904296875,0.11328125,0.091796875,0.1005859375,0.1865234375,0.099609375,0.1865234375,0.099609375,0.103515625,0.0888671875,0.17578125,0.1767578125,0.09765625,0.189453125,0.1337890625,0.1943359375,0.1787109375,0.109375,0.087890625,0.091796875,0.130859375,0.11328125,0.1142578125,0.1083984375,0.09375,0.0849609375,0.1474609375,0.1708984375,0.0986328125,0.111328125,0.0908203125
2,model_1,0.1110262784090909,0.09375,0.0869140625,0.1025390625,0.126953125,0.103515625,0.08984375,0.0966796875,0.1015625,0.09765625,0.1005859375,0.10546875,0.1044921875,0.1123046875,0.107421875,0.1025390625,0.10546875,0.0966796875,0.0947265625,0.1103515625,0.107421875,0.0986328125,0.1142578125,0.1201171875,0.0888671875,0.1015625,0.11328125,0.091796875,0.09765625,0.1015625,0.09765625,0.076171875,0.115234375,0.0888671875,0.0888671875,0.1279296875,0.095703125,0.0986328125,0.2041015625,0.09765625,0.10546875,0.1044921875,0.109375,0.091796875,0.1884765625,0.109375,0.111328125,0.1142578125,0.2138671875,0.1123046875,0.1611328125,0.2099609375,0.1064453125,0.0986328125,0.111328125,0.0927734375
3,model_2,0.13002485795454546,0.09375,0.1396484375,0.1123046875,0.1015625,0.0947265625,0.08984375,0.08984375,0.1015625,0.09765625,0.1005859375,0.0966796875,0.0888671875,0.140625,0.107421875,0.2021484375,0.10546875,0.099609375,0.0947265625,0.1103515625,0.126953125,0.0986328125,0.1884765625,0.1201171875,0.0888671875,0.1015625,0.11328125,0.091796875,0.140625,0.087890625,0.107421875,0.076171875,0.115234375,0.0888671875,0.115234375,0.212890625,0.146484375,0.09765625,0.0966796875,0.2431640625,0.15234375,0.248046875,0.193359375,0.1748046875,0.2373046875,0.20703125,0.111328125,0.2255859375,0.203125,0.0966796875,0.076171875,0.1884765625,0.140625,0.0986328125,0.1796875,0.0927734375
4,model_3,0.13790838068181818,0.09375,0.21875,0.1943359375,0.1015625,0.1279296875,0.126953125,0.095703125,0.1015625,0.09765625,0.1005859375,0.10546875,0.0888671875,0.1123046875,0.099609375,0.169921875,0.10546875,0.099609375,0.1416015625,0.2548828125,0.1103515625,0.0986328125,0.0986328125,0.1201171875,0.0888671875,0.087890625,0.087890625,0.123046875,0.1015625,0.173828125,0.107421875,0.076171875,0.115234375,0.1396484375,0.1455078125,0.2080078125,0.119140625,0.09765625,0.1708984375,0.171875,0.10546875,0.1962890625,0.181640625,0.1845703125,0.2744140625,0.1201171875,0.2451171875,0.193359375,0.2119140625,0.16796875,0.0869140625,0.2177734375,0.1328125,0.0986328125,0.189453125,0.099609375
5,model_4,0.14467329545454546,0.09375,0.212890625,0.1025390625,0.2080078125,0.103515625,0.1083984375,0.0966796875,0.1015625,0.09765625,0.08984375,0.10546875,0.0888671875,0.212890625,0.1962890625,0.197265625,0.1953125,0.099609375,0.1513671875,0.1728515625,0.130859375,0.0986328125,0.0908203125,0.1201171875,0.0888671875,0.087890625,0.087890625,0.1083984375,0.2353515625,0.1748046875,0.107421875,0.076171875,0.2060546875,0.1708984375,0.0751953125,0.1748046875,0.1123046875,0.1142578125,0.1552734375,0.216796875,0.1630859375,0.17578125,0.126953125,0.0986328125,0.2734375,0.12109375,0.21875,0.234375,0.1982421875,0.1533203125,0.1826171875,0.19140625,0.16796875,0.0986328125,0.1923828125,0.0927734375
6,model_5,0.15942826704545454,0.1630859375,0.0869140625,0.1474609375,0.2021484375,0.103515625,0.14453125,0.1591796875,0.1015625,0.1064453125,0.08984375,0.171875,0.0888671875,0.2158203125,0.1923828125,0.2158203125,0.2060546875,0.1142578125,0.0947265625,0.0869140625,0.111328125,0.1259765625,0.1630859375,0.1201171875,0.189453125,0.1708984375,0.087890625,0.1064453125,0.1630859375,0.1845703125,0.107421875,0.076171875,0.2470703125,0.19921875,0.115234375,0.1923828125,0.1455078125,0.146484375,0.2275390625,0.1923828125,0.1533203125,0.21484375,0.189453125,0.09375,0.20703125,0.2412109375,0.2890625,0.263671875,0.23046875,0.140625,0.1748046875,0.125,0.1806640625,0.1728515625,0.1796875,0.1484375
7,model_6,0.16823508522727273,0.0849609375,0.208984375,0.259765625,0.19921875,0.103515625,0.0966796875,0.2265625,0.1015625,0.2021484375,0.107421875,0.189453125,0.1064453125,0.212890625,0.181640625,0.2353515625,0.2099609375,0.099609375,0.111328125,0.087890625,0.111328125,0.0986328125,0.1787109375,0.1259765625,0.091796875,0.1171875,0.087890625,0.091796875,0.16796875,0.1669921875,0.107421875,0.1064453125,0.2392578125,0.25,0.1162109375,0.259765625,0.1513671875,0.1865234375,0.2451171875,0.1982421875,0.21484375,0.212890625,0.169921875,0.09375,0.2744140625,0.177734375,0.267578125,0.2724609375,0.19921875,0.1455078125,0.1728515625,0.193359375,0.2333984375,0.2275390625,0.162109375,0.111328125
8,model_7,0.17416548295454545,0.08984375,0.1455078125,0.1923828125,0.181640625,0.13671875,0.0966796875,0.232421875,0.1015625,0.1171875,0.09375,0.2333984375,0.1650390625,0.2255859375,0.1416015625,0.23046875,0.1826171875,0.099609375,0.1669921875,0.17578125,0.1533203125,0.1220703125,0.1923828125,0.1259765625,0.109375,0.16796875,0.087890625,0.091796875,0.1005859375,0.1796875,0.0986328125,0.09375,0.2265625,0.2490234375,0.115234375,0.2412109375,0.1318359375,0.2255859375,0.2890625,0.24609375,0.16796875,0.265625,0.1962890625,0.1748046875,0.2783203125,0.2099609375,0.28125,0.2607421875,0.2041015625,0.1552734375,0.17578125,0.2265625,0.1884765625,0.240234375,0.1787109375,0.1181640625
9,model_8,0.17505326704545454,0.177734375,0.2119140625,0.2099609375,0.173828125,0.107421875,0.099609375,0.107421875,0.1015625,0.1533203125,0.10546875,0.193359375,0.0908203125,0.197265625,0.1884765625,0.27734375,0.197265625,0.103515625,0.173828125,0.1455078125,0.140625,0.1015625,0.1298828125,0.1201171875,0.1240234375,0.244140625,0.087890625,0.1513671875,0.1220703125,0.18359375,0.107421875,0.22265625,0.1689453125,0.2216796875,0.1259765625,0.2470703125,0.1474609375,0.150390625,0.251953125,0.1484375,0.1845703125,0.259765625,0.2001953125,0.2265625,0.244140625,0.2138671875,0.265625,0.2578125,0.205078125,0.173828125,0.1767578125,0.2080078125,0.232421875,0.2587890625,0.1865234375,0.12109375
