,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,global,0.36601818181818174,0.3607,0.3744,0.3541,0.4239,0.4345,0.44,0.4647,0.3346,0.3548,0.2926,0.3551,0.4042,0.288,0.3091,0.2264,0.4569,0.2917,0.3351,0.339,0.4567,0.3741,0.3732,0.316,0.3399,0.4236,0.3044,0.353,0.3218,0.3349,0.4112,0.3445,0.3362,0.4274,0.4256,0.3564,0.4755,0.355,0.3541,0.3471,0.3634,0.3974,0.3565,0.3004,0.3131,0.3758,0.4691,0.2902,0.3971,0.36,0.4038,0.3462,0.2688,0.5648,0.3612,0.2928
1,model_0,0.19188565340909092,0.181640625,0.224609375,0.13671875,0.193359375,0.234375,0.16796875,0.1513671875,0.2373046875,0.1923828125,0.2021484375,0.171875,0.1884765625,0.263671875,0.201171875,0.1748046875,0.087890625,0.1884765625,0.1806640625,0.236328125,0.1533203125,0.1552734375,0.240234375,0.248046875,0.205078125,0.193359375,0.1826171875,0.2763671875,0.1513671875,0.212890625,0.1708984375,0.2392578125,0.232421875,0.1962890625,0.173828125,0.21484375,0.16796875,0.1845703125,0.2060546875,0.2021484375,0.22265625,0.1875,0.17578125,0.228515625,0.2021484375,0.251953125,0.1982421875,0.171875,0.169921875,0.173828125,0.09765625,0.2177734375,0.17578125,0.1494140625,0.109375,0.19921875
2,model_1,0.16569602272727274,0.1865234375,0.1943359375,0.1142578125,0.0966796875,0.1083984375,0.095703125,0.1171875,0.1005859375,0.099609375,0.091796875,0.083984375,0.1845703125,0.1064453125,0.1611328125,0.0791015625,0.0859375,0.1962890625,0.1806640625,0.166015625,0.189453125,0.1142578125,0.1025390625,0.1640625,0.1044921875,0.1435546875,0.1796875,0.21484375,0.146484375,0.158203125,0.1640625,0.228515625,0.14453125,0.2041015625,0.1826171875,0.205078125,0.1484375,0.1845703125,0.1748046875,0.2255859375,0.173828125,0.259765625,0.1826171875,0.2353515625,0.2529296875,0.2490234375,0.1591796875,0.1806640625,0.2060546875,0.1943359375,0.2021484375,0.251953125,0.1865234375,0.173828125,0.17578125,0.2001953125
3,model_2,0.19378551136363636,0.1005859375,0.212890625,0.140625,0.123046875,0.177734375,0.0947265625,0.1455078125,0.162109375,0.1064453125,0.091796875,0.1826171875,0.185546875,0.1494140625,0.2666015625,0.0791015625,0.087890625,0.220703125,0.181640625,0.1708984375,0.189453125,0.205078125,0.1689453125,0.169921875,0.2509765625,0.2470703125,0.1796875,0.2783203125,0.2373046875,0.1962890625,0.17578125,0.23828125,0.234375,0.1953125,0.1416015625,0.23046875,0.2138671875,0.2021484375,0.2802734375,0.271484375,0.166015625,0.271484375,0.25390625,0.2158203125,0.2626953125,0.267578125,0.1826171875,0.1787109375,0.2216796875,0.181640625,0.189453125,0.2578125,0.1728515625,0.2197265625,0.1845703125,0.2451171875
4,model_3,0.20481178977272727,0.11328125,0.2470703125,0.1611328125,0.1298828125,0.1533203125,0.09375,0.0947265625,0.25,0.173828125,0.1005859375,0.2509765625,0.21875,0.1064453125,0.2861328125,0.150390625,0.087890625,0.2802734375,0.1728515625,0.2470703125,0.21484375,0.2119140625,0.1591796875,0.2158203125,0.255859375,0.1806640625,0.18359375,0.2783203125,0.2373046875,0.2822265625,0.17578125,0.2421875,0.24609375,0.2255859375,0.1708984375,0.25,0.23828125,0.2109375,0.2802734375,0.2216796875,0.16796875,0.291015625,0.2607421875,0.201171875,0.2666015625,0.26953125,0.181640625,0.2021484375,0.2255859375,0.203125,0.1650390625,0.25,0.197265625,0.22265625,0.1845703125,0.17578125
5,model_4,0.21635298295454544,0.19921875,0.1904296875,0.1591796875,0.2216796875,0.1044921875,0.2138671875,0.2138671875,0.251953125,0.1826171875,0.162109375,0.1591796875,0.18359375,0.123046875,0.1630859375,0.1572265625,0.126953125,0.2734375,0.1826171875,0.2333984375,0.25,0.294921875,0.2333984375,0.2197265625,0.203125,0.2451171875,0.177734375,0.275390625,0.2333984375,0.26953125,0.1962890625,0.1953125,0.2470703125,0.1953125,0.2001953125,0.2734375,0.2490234375,0.228515625,0.236328125,0.2841796875,0.2314453125,0.291015625,0.2587890625,0.236328125,0.271484375,0.2685546875,0.1845703125,0.2021484375,0.224609375,0.2041015625,0.193359375,0.2568359375,0.2001953125,0.220703125,0.1923828125,0.2529296875
6,model_5,0.2180752840909091,0.166015625,0.2041015625,0.244140625,0.1884765625,0.099609375,0.203125,0.126953125,0.1806640625,0.263671875,0.1826171875,0.1875,0.1845703125,0.2138671875,0.1806640625,0.138671875,0.1162109375,0.2900390625,0.1767578125,0.244140625,0.263671875,0.291015625,0.2412109375,0.2294921875,0.1826171875,0.220703125,0.2373046875,0.2822265625,0.2421875,0.2509765625,0.1796875,0.248046875,0.248046875,0.2041015625,0.1337890625,0.2744140625,0.23828125,0.21875,0.287109375,0.2734375,0.22265625,0.2880859375,0.2451171875,0.2470703125,0.2666015625,0.275390625,0.205078125,0.2041015625,0.2236328125,0.193359375,0.2080078125,0.271484375,0.1982421875,0.2314453125,0.1748046875,0.2001953125
7,model_6,0.2287109375,0.181640625,0.1201171875,0.2080078125,0.189453125,0.240234375,0.169921875,0.2060546875,0.2109375,0.1787109375,0.23828125,0.2314453125,0.265625,0.169921875,0.28125,0.1591796875,0.1640625,0.2763671875,0.197265625,0.2392578125,0.2578125,0.2880859375,0.251953125,0.224609375,0.2451171875,0.2177734375,0.2421875,0.28125,0.220703125,0.2705078125,0.197265625,0.2529296875,0.2470703125,0.248046875,0.220703125,0.26953125,0.240234375,0.2392578125,0.294921875,0.259765625,0.224609375,0.291015625,0.263671875,0.216796875,0.2685546875,0.271484375,0.2060546875,0.2080078125,0.212890625,0.1796875,0.2060546875,0.2724609375,0.21484375,0.22265625,0.1865234375,0.236328125
8,model_7,0.23254616477272727,0.2412109375,0.240234375,0.232421875,0.1806640625,0.1728515625,0.22265625,0.17578125,0.2314453125,0.26171875,0.2021484375,0.2255859375,0.23046875,0.2109375,0.279296875,0.1572265625,0.138671875,0.2724609375,0.189453125,0.2333984375,0.2646484375,0.2470703125,0.2529296875,0.2578125,0.2119140625,0.255859375,0.24609375,0.2802734375,0.25,0.2880859375,0.19140625,0.24609375,0.25,0.1962890625,0.1904296875,0.275390625,0.2421875,0.25,0.296875,0.275390625,0.2431640625,0.28125,0.259765625,0.2353515625,0.275390625,0.271484375,0.20703125,0.1845703125,0.224609375,0.2060546875,0.224609375,0.2744140625,0.197265625,0.2158203125,0.193359375,0.228515625
9,model_8,0.23884943181818183,0.193359375,0.2333984375,0.2119140625,0.1884765625,0.181640625,0.20703125,0.220703125,0.2333984375,0.267578125,0.203125,0.23828125,0.2490234375,0.236328125,0.287109375,0.166015625,0.162109375,0.2841796875,0.1982421875,0.23046875,0.25,0.2509765625,0.2578125,0.2744140625,0.2587890625,0.2763671875,0.2314453125,0.2783203125,0.26171875,0.2861328125,0.1923828125,0.248046875,0.251953125,0.255859375,0.212890625,0.2724609375,0.2548828125,0.232421875,0.2939453125,0.2841796875,0.25,0.2890625,0.2666015625,0.2392578125,0.2724609375,0.279296875,0.2138671875,0.19921875,0.2275390625,0.19921875,0.21875,0.275390625,0.197265625,0.236328125,0.2041015625,0.2509765625
